Arctic_continuous,Arctic_discontinuous,Arctic_isolated,Arctic_no_permafrost,Arctic_sporadic
14.741737,NA,NA,NA,8.662363
15.059981,NA,NA,-24.707613,2.334165
12.664477,NA,NA,NA,NA
21.329974,NA,NA,NA,NA
NA,NA,NA,NA,23.073195
NA,NA,NA,NA,22.804777
NA,NA,NA,NA,NA
NA,NA,NA,NA,3.055969
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,23.001895
NA,NA,NA,NA,23.091137
NA,NA,NA,NA,-4.613415
NA,NA,NA,NA,NA
NA,NA,NA,22.335022,NA
13.979362,NA,NA,22.61358,22.929203
23.528464,NA,NA,22.574662,10.683514
NA,NA,NA,6.902193,-7.878257
25.791418,NA,NA,NA,NA
NA,12.956274,NA,NA,NA
26.555425,NA,NA,NA,NA
NA,12.86027,NA,NA,NA
25.521718,NA,NA,7.716861,NA
26.622152,NA,NA,-26.403764,3.026146
6.841472,NA,NA,7.105201,-8.471093
20.431321,NA,NA,-26.126364,NA
19.894274,NA,NA,NA,-2.841327
21.019148,NA,NA,NA,-4.807161
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,14.28263,NA,NA,NA
NA,12.790419,NA,NA,NA
NA,NA,NA,NA,NA
NA,12.944641,NA,NA,NA
14.804891,NA,NA,NA,NA
13.427093,NA,NA,NA,NA
17.212687,NA,NA,NA,NA
20.021789,16.846612,NA,NA,NA
20.588768,-7.612037,NA,22.302527,NA
19.898656,NA,NA,22.391388,NA
17.566002,NA,NA,22.581729,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.149919,NA
NA,-7.035923,NA,6.489902,NA
NA,18.143354,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,19.648253,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.288964,NA,NA,NA,NA
23.6639,NA,NA,22.802352,NA
26.060688,NA,NA,NA,NA
25.852166,NA,NA,NA,NA
17.396001,NA,NA,6.321734,NA
NA,NA,NA,NA,NA
12.593268,NA,NA,NA,NA
21.739449,NA,NA,NA,NA
25.31886,NA,NA,NA,NA
26.681816,NA,NA,NA,NA
NA,NA,NA,NA,NA
27.147313,NA,NA,NA,NA
26.64764,NA,NA,NA,NA
25.679215,NA,NA,23.063933,NA
27.567888,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.853653,NA,NA,6.198151,NA
24.756021,NA,NA,NA,NA
25.586768,NA,NA,NA,NA
26.108213,NA,NA,NA,NA
26.869119,NA,NA,NA,NA
25.185187,NA,NA,NA,NA
23.500683,NA,NA,NA,NA
24.988535,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.708056,NA,NA,NA,NA
21.045201,NA,NA,NA,NA
5.015587,NA,NA,20.729144,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.297622,NA
13.345128,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.729723,NA,NA,NA,NA
19.72978,NA,NA,NA,NA
NA,NA,NA,NA,NA
21.364031,NA,NA,NA,NA
19.967547,NA,NA,NA,NA
19.642638,NA,NA,NA,NA
19.529881,NA,NA,-10.970511,NA
19.638216,NA,NA,15.594932,NA
NA,NA,NA,15.326429,NA
NA,NA,NA,NA,NA
19.631936,NA,NA,NA,NA
23.029983,NA,NA,6.467723,NA
18.764955,NA,NA,20.781818,NA
9.906875,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.34039,29.08353
NA,NA,NA,8.328338,NA
NA,NA,NA,15.505244,NA
NA,NA,NA,15.571855,NA
25.773263,NA,NA,15.645591,NA
NA,NA,NA,NA,NA
NA,NA,NA,0.203519,NA
NA,NA,NA,7.023486,NA
NA,NA,NA,NA,NA
22.544978,NA,NA,NA,NA
24.164181,NA,NA,-5.720732,NA
NA,NA,NA,8.321131,NA
24.79982,NA,NA,NA,NA
26.043879,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.160983,NA,NA,-13.070811,NA
23.324759,NA,NA,15.32811,29.299247
NA,NA,NA,15.460197,28.637532
13.880934,NA,NA,7.645019,NA
26.754743,NA,NA,NA,NA
24.521214,NA,NA,NA,NA
24.700378,NA,NA,NA,30.525036
8.010043,NA,NA,NA,30.546567
14.398039,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.484356,NA,NA,7.777303,NA
24.20138,NA,NA,NA,32.553856
23.809965,NA,NA,NA,31.922705
23.659074,NA,NA,8.239971,31.721025
26.457323,NA,NA,8.261806,31.396133
25.927631,NA,NA,-13.526627,NA
NA,NA,NA,-13.888632,NA
24.646943,NA,NA,-14.157914,32.55268
5.11604,NA,NA,15.243371,32.590703
26.549488,NA,NA,NA,NA
22.061837,NA,NA,NA,NA
20.270152,NA,NA,NA,NA
20.749346,NA,NA,7.445693,NA
22.599813,NA,NA,7.208176,NA
23.564995,NA,NA,7.61618,NA
NA,NA,NA,-22.479388,NA
NA,NA,NA,22.556329,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.299945,NA
29.562036,NA,NA,NA,NA
NA,NA,NA,8.159986,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-15.153139,NA
15.092365,NA,NA,15.131731,NA
NA,NA,NA,15.164751,NA
11.642674,NA,NA,NA,NA
19.268479,NA,NA,7.117242,NA
18.672553,NA,NA,6.018166,NA
17.956341,NA,NA,-27.050098,NA
18.781317,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.077612,NA,NA,8.056933,NA
NA,NA,NA,8.039189,NA
NA,NA,NA,NA,NA
21.26769,NA,NA,14.928755,NA
20.306639,NA,NA,15.048733,NA
NA,NA,NA,15.123856,29.010364
20.136676,NA,NA,NA,NA
NA,NA,NA,NA,NA
20.211162,NA,NA,5.491066,NA
19.934515,NA,NA,5.141327,25.695193
20.085259,NA,NA,NA,NA
NA,NA,NA,-6.757216,25.429986
NA,NA,NA,NA,NA
NA,NA,NA,NA,25.554218
NA,NA,NA,NA,24.826427
NA,NA,NA,8.194043,24.568987
NA,NA,NA,15.737111,25.330572
NA,NA,NA,-17.099929,NA
NA,NA,NA,NA,26.074461
26.738038,NA,NA,5.643738,NA
25.086386,NA,NA,-9.428314,NA
NA,NA,NA,NA,25.773305
-3.927697,NA,NA,NA,25.615067
22.815892,NA,NA,8.131936,18.726338
NA,NA,NA,NA,NA
NA,NA,NA,NA,24.875891
NA,NA,NA,16.56842,25.343817
14.370097,NA,NA,16.605952,25.620481
14.635782,NA,NA,NA,25.424416
15.635251,NA,NA,NA,NA
13.252691,NA,NA,5.996379,NA
19.075923,NA,NA,-7.631537,NA
19.770027,NA,NA,NA,23.910195
NA,NA,NA,NA,NA
20.279567,NA,NA,NA,NA
20.494466,NA,NA,NA,NA
17.95256,NA,NA,7.95693,NA
15.383658,NA,NA,8.181909,NA
17.622021,NA,NA,16.494484,NA
16.710562,NA,NA,16.626616,NA
19.83858,NA,NA,NA,NA
19.711833,NA,NA,NA,23.129342
19.079492,NA,NA,6.095401,NA
NA,NA,NA,6.128161,NA
NA,NA,NA,-12.900593,NA
19.239636,NA,NA,-10.22241,NA
19.165022,NA,NA,-11.36871,NA
19.598954,NA,NA,NA,NA
20.002586,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,18.363054
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.05023,NA
NA,NA,NA,16.404631,NA
24.148357,NA,NA,16.549676,NA
25.680631,NA,NA,15.687652,NA
23.356014,NA,NA,15.863828,NA
NA,NA,NA,-10.701362,NA
26.118122,NA,NA,NA,NA
26.140375,NA,NA,NA,NA
26.095276,NA,NA,NA,NA
25.400758,NA,NA,NA,16.823487
23.778768,NA,NA,6.569907,NA
24.604531,NA,NA,6.526605,NA
14.680563,NA,NA,-9.343309,NA
NA,NA,NA,-10.22382,16.71628
23.081667,NA,NA,NA,NA
23.628233,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.376466,NA,NA,NA,NA
19.593938,NA,NA,8.083552,NA
19.604837,NA,NA,8.142932,NA
NA,NA,NA,16.201562,NA
NA,NA,NA,16.164756,16.145846
NA,NA,NA,-11.29714,NA
19.442281,NA,NA,NA,15.768476
19.269854,NA,NA,NA,NA
NA,NA,NA,-28.200764,NA
NA,NA,NA,6.896085,NA
22.061728,NA,NA,-10.725918,NA
29.92266,NA,NA,-10.908057,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.836504,NA,NA,NA,NA
26.257852,NA,NA,NA,NA
25.430329,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.014454,NA,NA,NA,NA
-2.756223,NA,NA,NA,NA
24.48828,NA,NA,NA,NA
24.384542,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.114088,NA
NA,NA,NA,8.058059,NA
NA,NA,NA,16.201975,NA
NA,NA,NA,-11.322495,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-33.511625,NA
NA,NA,NA,7.592182,NA
NA,NA,NA,-13.292962,NA
23.984351,NA,NA,NA,NA
7.49749,NA,NA,NA,NA
23.013241,NA,NA,NA,NA
21.447163,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
13.711489,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.832308,NA,NA,NA,NA
24.675064,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
21.733322,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.868872,NA,NA,NA,NA
NA,NA,NA,15.967761,NA
NA,NA,NA,16.164953,NA
25.477784,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
13.228208,NA,NA,NA,NA
NA,NA,NA,8.005409,NA
NA,NA,NA,-33.512642,NA
NA,NA,NA,-10.169314,NA
NA,NA,NA,-10.224731,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,16.097917,NA
NA,NA,NA,15.832199,NA
22.579789,NA,NA,NA,NA
24.923458,NA,NA,NA,NA
26.071598,NA,NA,NA,NA
24.335035,NA,NA,NA,NA
25.788972,NA,NA,NA,NA
26.286756,NA,NA,NA,NA
26.355871,NA,NA,9.698649,NA
NA,NA,NA,NA,NA
25.69055,NA,NA,-12.124148,NA
25.467408,NA,NA,-11.34288,NA
23.753161,NA,NA,NA,NA
25.619568,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.879299,NA,NA,16.313095,NA
28.539054,NA,NA,16.132049,NA
29.49542,NA,NA,-16.928615,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.426199,NA,NA,NA,NA
3.728539,NA,NA,10.164904,NA
NA,NA,NA,-13.277248,NA
NA,NA,NA,-8.226587,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.852395,NA
NA,NA,NA,7.860338,NA
NA,NA,NA,NA,NA
NA,NA,NA,16.103591,NA
NA,NA,NA,16.182892,NA
NA,NA,NA,-17.641578,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-19.605758,NA
NA,NA,NA,10.465141,NA
NA,NA,NA,-8.383335,NA
NA,NA,NA,-10.257827,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,-7.800662
NA,NA,NA,NA,-7.807381
NA,NA,NA,NA,-11.089196
NA,NA,NA,7.993195,24.353091
NA,NA,NA,NA,20.640863
NA,NA,NA,7.948846,20.453647
NA,NA,NA,-14.093429,-2.358466
NA,NA,NA,15.93331,20.605451
NA,NA,NA,NA,19.005715
NA,NA,NA,NA,19.175383
NA,NA,NA,-19.774552,25.844316
NA,NA,NA,10.084908,22.907145
NA,NA,NA,-14.594738,NA
8.140828,NA,NA,-10.203461,NA
12.146615,NA,NA,NA,17.774297
NA,NA,NA,NA,18.19744
NA,NA,NA,NA,16.572076
13.28441,NA,NA,-13.478523,21.288351
7.763304,NA,NA,7.869544,10.415087
9.099001,NA,NA,15.905155,22.328866
24.134967,NA,NA,-18.13921,23.399903
23.287068,NA,NA,7.431493,NA
21.680633,NA,NA,NA,20.814585
8.000432,NA,NA,-26.886969,NA
26.307312,NA,NA,6.753762,20.056834
26.599768,NA,NA,NA,21.331719
23.837828,NA,NA,-11.976108,NA
7.83271,NA,NA,NA,23.852312
26.06087,NA,NA,NA,22.778727
2.186664,NA,NA,7.727784,21.268782
22.420052,NA,NA,16.048756,22.574766
0.310186,NA,NA,7.5162,NA
6.071522,NA,NA,NA,22.971837
5.81455,NA,NA,NA,22.755113
3.048261,NA,NA,7.314503,NA
-1.409465,NA,NA,-7.463926,21.627835
20.463588,NA,NA,-13.8037,NA
19.794425,NA,NA,NA,NA
19.3906,NA,NA,NA,NA
20.192882,NA,NA,7.757787,-5.600012
20.591671,NA,NA,16.066414,-6.519724
24.324807,NA,NA,NA,NA
21.870183,NA,NA,-5.832385,NA
-3.051481,NA,NA,NA,NA
28.432914,NA,NA,7.849226,24.172711
26.942008,NA,NA,NA,NA
27.462905,NA,NA,NA,NA
21.427119,NA,NA,NA,23.906378
NA,NA,NA,NA,-3.03096
NA,NA,NA,NA,1.837616
NA,NA,NA,7.109175,NA
14.791987,NA,NA,-12.773539,NA
NA,NA,NA,NA,NA
7.684594,NA,NA,7.893518,NA
NA,NA,NA,7.683956,-6.692581
NA,NA,NA,15.988832,-9.839263
NA,NA,NA,15.944707,NA
NA,NA,NA,15.925639,NA
NA,NA,NA,15.771081,20.011123
NA,NA,NA,15.599586,22.092752
NA,NA,NA,NA,-10.399384
NA,NA,NA,NA,-13.757144
NA,NA,NA,NA,18.031535
NA,NA,NA,15.702399,15.060919
NA,NA,NA,15.794906,NA
NA,NA,NA,8.375903,4.750997
NA,NA,NA,8.108594,-7.121321
28.51441,NA,NA,-5.512353,17.851984
19.699317,NA,NA,NA,6.809895
25.971343,NA,NA,NA,5.209568
19.620585,NA,NA,NA,-3.716912
29.365827,NA,NA,NA,7.557081
NA,NA,NA,NA,7.041696
NA,NA,NA,NA,8.474024
28.190971,NA,NA,NA,3.249324
25.164936,NA,NA,NA,NA
NA,NA,NA,NA,8.668204
NA,NA,NA,NA,11.214886
NA,NA,NA,7.577495,14.081786
25.410995,NA,NA,-14.597267,NA
NA,NA,NA,-9.701873,9.833834
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.92276,NA
24.596537,NA,NA,NA,NA
24.990831,NA,NA,NA,NA
23.136739,NA,NA,15.231086,NA
24.230728,NA,NA,15.793877,NA
25.870032,NA,NA,NA,NA
24.589559,NA,NA,NA,NA
24.965339,NA,NA,15.933068,NA
25.008544,NA,NA,15.578413,NA
-0.596904,NA,NA,15.70464,NA
-4.821437,NA,NA,NA,NA
19.798977,NA,NA,NA,NA
21.764008,NA,NA,NA,NA
24.426909,NA,NA,NA,NA
20.999075,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
13.721488,NA,NA,-21.752892,NA
13.698622,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.990733,NA
NA,NA,NA,15.54288,NA
NA,NA,NA,15.407474,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,2.207008,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.879683,NA
NA,NA,NA,7.721293,NA
NA,NA,NA,15.415361,NA
25.232569,NA,NA,15.305286,NA
27.892629,NA,NA,15.511574,NA
NA,NA,NA,NA,NA
28.377893,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-9.475786,NA
19.737691,NA,NA,NA,NA
1.364721,NA,NA,NA,NA
17.449488,NA,NA,7.736469,NA
22.836245,NA,NA,7.671768,NA
26.025121,NA,NA,-14.689331,NA
26.572525,NA,NA,15.597692,NA
21.259313,NA,NA,NA,NA
20.235054,NA,NA,NA,NA
22.992862,NA,NA,NA,NA
28.033119,NA,NA,-16.672011,NA
25.930926,NA,NA,7.680057,NA
24.687144,NA,NA,NA,NA
NA,NA,NA,8.062057,NA
NA,NA,NA,7.996939,NA
14.64968,NA,NA,7.77432,NA
-0.353862,NA,NA,15.361777,NA
NA,NA,NA,-9.14044,NA
NA,NA,NA,15.580972,NA
NA,NA,NA,15.18137,NA
NA,NA,NA,16.732892,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,2.92703,NA
NA,NA,NA,2.261411,NA
NA,NA,NA,-10.451008,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.649207,NA
NA,NA,NA,-18.055637,NA
NA,NA,NA,15.560416,NA
NA,NA,NA,15.819761,NA
28.056507,NA,NA,-10.215302,NA
NA,NA,NA,15.867661,NA
NA,NA,NA,15.704461,NA
24.691045,NA,NA,15.566407,NA
NA,NA,NA,-3.99483,NA
4.079264,NA,NA,16.957714,NA
24.67894,NA,NA,NA,NA
25.13379,NA,NA,NA,NA
24.987996,NA,NA,NA,NA
26.091824,NA,NA,NA,NA
25.808735,NA,NA,NA,NA
25.117247,NA,NA,NA,NA
24.042171,NA,NA,NA,NA
21.935977,NA,NA,NA,NA
16.508214,NA,NA,-10.502339,NA
18.457443,NA,NA,7.943081,NA
25.668815,NA,NA,-3.478366,NA
24.899643,NA,NA,15.782911,NA
26.795236,NA,NA,15.830843,NA
28.417366,NA,NA,15.820367,NA
26.662276,NA,NA,15.91315,NA
26.179642,NA,NA,15.799948,NA
25.5171,NA,NA,15.940657,NA
27.069617,NA,NA,15.941714,NA
25.923011,NA,NA,NA,NA
26.444923,NA,NA,15.539935,NA
27.047729,NA,NA,15.648109,NA
NA,NA,NA,-3.135147,NA
29.104446,NA,NA,17.025029,NA
26.480497,NA,NA,16.517406,NA
27.218656,NA,NA,16.955308,NA
NA,NA,NA,17.069073,NA
NA,NA,NA,17.071407,NA
14.226962,NA,NA,16.964598,NA
5.944115,NA,NA,16.765644,NA
NA,NA,NA,17.094329,NA
NA,NA,NA,17.181024,NA
NA,NA,NA,17.514487,NA
11.377569,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-10.086102,NA
NA,NA,NA,7.8452,NA
NA,NA,NA,NA,NA
NA,NA,NA,-5.772411,NA
NA,NA,NA,17.578757,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
13.472415,NA,NA,NA,NA
NA,NA,NA,NA,NA
10.92049,NA,NA,NA,NA
24.074662,NA,NA,NA,NA
25.527026,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-9.46803,NA
22.001856,NA,NA,NA,NA
21.758776,NA,NA,NA,NA
25.088424,NA,NA,NA,NA
28.567158,NA,NA,NA,NA
29.529883,NA,NA,17.484414,NA
27.732467,NA,NA,NA,NA
24.553571,NA,NA,NA,NA
21.515788,NA,NA,NA,NA
21.294908,NA,NA,NA,NA
22.054328,NA,NA,NA,NA
23.019701,NA,NA,-8.258739,NA
28.45875,NA,NA,6.927593,NA
6.612291,NA,NA,6.957824,NA
1.732554,NA,NA,17.320408,NA
26.316591,NA,NA,NA,NA
23.779275,NA,NA,NA,NA
4.696323,NA,NA,-7.918534,NA
26.364505,NA,NA,NA,NA
28.0964,NA,NA,7.538845,NA
28.617502,NA,NA,17.138092,NA
25.883218,NA,NA,17.033789,NA
27.840401,NA,NA,NA,NA
27.471621,NA,NA,-8.427735,NA
28.011628,NA,NA,NA,NA
27.361913,NA,NA,NA,NA
27.279919,NA,NA,7.622435,NA
27.675357,NA,NA,NA,NA
27.713367,NA,NA,-0.429629,NA
29.123555,NA,NA,NA,NA
27.214349,NA,NA,NA,NA
26.002548,NA,NA,NA,NA
25.817718,NA,NA,NA,NA
14.026423,NA,NA,NA,NA
27.903399,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.789176,NA,NA,NA,NA
28.621346,NA,NA,NA,NA
NA,NA,NA,-8.303104,NA
NA,NA,NA,7.28382,NA
NA,NA,NA,NA,NA
13.987605,NA,NA,16.669141,NA
12.85871,NA,NA,-2.671063,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,3.749445,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.251755,NA,NA,-7.184039,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,17.153757,NA
NA,NA,NA,17.116334,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.859105,NA,NA,NA,NA
26.141057,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-5.62157,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5.402432,NA,NA,7.075266,NA
22.146795,NA,NA,NA,NA
23.770174,NA,NA,NA,NA
22.917687,NA,NA,NA,NA
21.295083,NA,NA,NA,NA
22.196814,NA,NA,17.214552,NA
25.937269,NA,NA,NA,NA
24.441543,NA,NA,NA,NA
27.408198,NA,NA,NA,NA
25.322973,NA,NA,NA,NA
6.465063,NA,NA,NA,NA
28.77907,NA,NA,NA,NA
28.864488,NA,NA,NA,NA
28.745024,NA,NA,17.026982,NA
26.322987,NA,NA,NA,NA
25.072486,NA,NA,NA,NA
25.277897,NA,NA,4.032417,NA
25.373063,NA,NA,4.092922,NA
15.82455,NA,NA,-7.508841,NA
28.326543,NA,NA,NA,NA
NA,NA,NA,7.604346,NA
13.986913,NA,NA,NA,NA
3.855865,NA,NA,NA,NA
NA,NA,NA,7.475131,NA
NA,NA,NA,16.776288,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,4.56139,NA
NA,NA,NA,-6.965829,NA
NA,NA,NA,-6.853305,NA
NA,NA,NA,-19.399089,NA
NA,NA,NA,7.508299,NA
24.46558,NA,NA,7.576079,NA
NA,NA,NA,16.958164,NA
22.932063,NA,NA,NA,NA
24.07935,NA,NA,NA,NA
24.780006,NA,NA,NA,NA
25.763967,NA,NA,NA,NA
24.436084,NA,NA,-6.881911,NA
NA,NA,NA,-7.054287,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.247866,NA
NA,NA,NA,7.334111,NA
NA,NA,NA,17.668187,NA
NA,NA,NA,17.631991,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1.067926,NA
NA,NA,NA,1.091877,NA
NA,NA,NA,NA,NA
NA,NA,NA,-6.117761,NA
NA,NA,NA,7.320944,NA
22.968386,NA,NA,7.841744,NA
27.699799,NA,NA,17.64125,NA
28.354772,NA,NA,NA,NA
14.573136,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,21.55624,NA
NA,NA,NA,7.699321,NA
NA,NA,NA,NA,NA
NA,NA,NA,17.891458,NA
NA,NA,NA,17.79713,NA
NA,NA,NA,23.321527,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.722362,NA
25.975994,NA,NA,-5.734034,NA
25.823082,NA,NA,17.890591,NA
26.3075,NA,NA,2.299317,NA
20.180499,NA,NA,7.451438,NA
23.916787,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,17.802929,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,17.741842,NA
NA,NA,NA,-7.311579,NA
NA,NA,NA,7.67941,NA
NA,NA,NA,17.768883,NA
NA,NA,NA,NA,NA
NA,NA,NA,21.213876,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,17.699022,NA
24.51841,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,19.883209,NA
4.386956,NA,NA,19.954474,NA
25.639006,NA,NA,NA,NA
NA,NA,NA,NA,NA
29.128343,NA,NA,NA,NA
27.982418,NA,NA,NA,NA
NA,NA,NA,17.766363,NA
14.365247,NA,NA,18.477411,NA
NA,NA,NA,18.520641,NA
NA,NA,NA,18.400048,NA
NA,NA,NA,18.329977,NA
NA,NA,NA,18.407297,NA
NA,NA,NA,18.545544,NA
NA,NA,NA,18.490345,NA
NA,NA,NA,18.480777,NA
NA,NA,NA,18.807923,NA
14.731645,NA,NA,19.022521,NA
4.083418,NA,NA,19.328923,NA
15.879992,NA,NA,19.40767,NA
23.421124,NA,NA,19.61913,NA
25.236215,NA,NA,19.353222,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,19.800472,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.968882,NA,NA,-6.184556,NA
24.51518,NA,NA,2.255509,NA
22.177737,NA,NA,NA,NA
27.044385,NA,NA,NA,NA
26.733311,NA,NA,NA,NA
26.913979,NA,NA,-17.020347,NA
27.484629,NA,NA,17.695218,NA
25.970594,NA,NA,18.395866,NA
25.780581,NA,NA,-13.317211,NA
26.656727,NA,NA,-11.833115,NA
28.456461,NA,NA,18.700524,NA
28.089253,NA,NA,18.646095,NA
27.574702,NA,NA,18.640368,NA
29.460965,NA,NA,18.514894,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.071248,NA,NA,NA,NA
NA,NA,NA,-5.82364,NA
NA,NA,NA,-4.594529,NA
NA,NA,NA,-4.116065,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.744729,NA
NA,NA,NA,-3.056676,NA
NA,NA,NA,NA,NA
NA,NA,NA,18.755491,NA
0.064101,NA,NA,18.728363,NA
21.467324,NA,NA,18.712599,NA
NA,NA,NA,18.64208,NA
19.376849,NA,NA,18.614619,NA
20.183229,NA,NA,18.537822,NA
NA,NA,NA,18.619539,NA
25.403195,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.836709,NA,NA,7.82794,NA
24.012024,NA,NA,NA,NA
23.208752,NA,NA,NA,NA
23.609927,NA,NA,16.949162,NA
NA,NA,NA,15.751755,NA
NA,NA,NA,15.726102,NA
NA,NA,NA,13.646703,NA
NA,NA,NA,10.028846,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.622533,NA
NA,NA,NA,NA,NA
